ref_no,event_ts,debit_acct,credit_acct,txn_value,ccy,activity_code,channel_cd,orig_ctry,dest_ctry,aml_flag,typology
T-000673,2025-05-03 04:40:00.000000,ACC-SMF09,ACC-N0119,9526.83,USD,DEP,BRN,AU,JP,,
T-000674,2025-04-14 10:53:00.000000,ACC-N0194,ACC-LAY09,12667.05,USD,DEP,ATM,FR,DE,,
T-000675,2025-05-24 09:07:00.000000,ACC-HUB01,ACC-N0196,5471.48,USD,DEP,ATM,GB,US,,
T-000676,2025-03-17 00:48:00.000000,ACC-N0104,ACC-HUB01,9323.62,USD,XFER,ONL,FR,DE,,
T-000677,2025-03-24 01:05:00.000000,ACC-STR11,ACC-N0088,9590.39,USD,CSH,BRN,US,US,Y,STRUCTURING
T-000678,2025-05-15 18:24:00.000000,ACC-N0185,ACC-LAY13,2633.21,USD,XFER,MOB,GB,FR,,
T-000679,2025-05-17 00:19:00.000000,ACC-N0152,ACC-N0026,2424.58,USD,XFER,MOB,AU,CA,,
T-000680,2025-05-16 08:19:00.000000,ACC-N0201,ACC-N0136,8700.47,USD,XFER,MOB,US,AU,,
T-000681,2025-05-05 05:28:00.000000,ACC-N0095,ACC-N0031,6593.72,USD,DEP,ONL,CA,FR,,
T-000682,2025-03-29 04:06:00.000000,ACC-N0038,ACC-LAY19,7079.92,USD,XFER,ONL,JP,SG,,
T-000683,2025-03-16 15:40:00.000000,ACC-N0054,ACC-N0099,8852.45,USD,XFER,ONL,FR,AU,,
T-000684,2025-05-28 23:04:00.000000,ACC-N0099,ACC-N0062,5735.28,USD,DEP,ATM,CA,GB,,
T-000685,2025-03-20 22:35:00.000000,ACC-N0139,ACC-N0201,6268.85,USD,WD,BRN,AU,CA,,
T-000686,2025-04-21 21:28:00.000000,ACC-N0067,ACC-N0026,14194.07,USD,XFER,ONL,AU,FR,,
T-000687,2025-03-17 23:22:00.000000,ACC-N0046,ACC-N0032,4204.13,USD,XFER,MOB,JP,GB,,
T-000688,2025-03-10 14:59:00.000000,ACC-SMF11,ACC-N0041,14817.86,USD,XFER,ONL,SG,US,,
T-000689,2025-03-29 19:24:00.000000,ACC-N0032,ACC-N0006,7496.12,USD,DEP,ATM,SG,CA,,
T-000690,2025-03-28 23:32:00.000000,ACC-N0049,ACC-N0003,3818.6,USD,XFER,ONL,AU,US,,
T-000691,2025-04-27 09:04:00.000000,ACC-N0021,ACC-N0177,2892.52,USD,WD,ATM,SG,DE,,
T-000692,2025-04-28 20:28:00.000000,ACC-SMF06,ACC-N0172,3862.1,USD,XFER,ONL,SG,US,,
T-000693,2025-03-15 05:56:00.000000,ACC-N0091,ACC-N0049,12056.75,USD,WD,ATM,FR,AU,,
T-000694,2025-03-27 20:01:00.000000,ACC-N0006,ACC-SMF01,3597.24,USD,WD,BRN,GB,GB,,
T-000695,2025-03-18 13:07:14.570357,ACC-RCO01,ACC-N0051,14757.25,USD,CSH,ATM,US,US,Y,RAPID_CASHOUT
T-000696,2025-04-28 00:02:00.000000,ACC-STR06,ACC-SMF24,9068.56,USD,XFER,BRN,US,US,Y,STRUCTURING
T-000697,2025-04-26 16:07:00.000000,ACC-STR12,ACC-N0193,976.39,USD,DEP,ONL,SG,GB,,
T-000698,2025-04-06 07:18:00.000000,ACC-N0156,ACC-N0168,10458.96,USD,DEP,ATM,SG,US,,
T-000699,2025-03-18 01:25:00.000000,ACC-RCO10,ACC-N0121,13983.36,USD,XFER,ONL,SG,GB,,
T-000700,2025-04-20 23:25:00.000000,ACC-N0052,ACC-N0085,1198.08,USD,XFER,MOB,CA,US,,
T-000701,2025-04-29 22:38:00.000000,ACC-N0037,ACC-N0099,12424.54,USD,DEP,ONL,JP,DE,,
T-000702,2025-03-04 19:47:00.000000,ACC-N0069,ACC-RCO09,8826.23,USD,DEP,ATM,CA,AU,,
T-000703,2025-04-21 00:05:00.000000,ACC-N0007,ACC-N0168,5860.46,USD,DEP,ONL,US,FR,,
T-000704,2025-03-08 08:12:00.000000,ACC-LAY19,ACC-N0052,14826.13,USD,WD,BRN,CA,CA,,
T-000705,2025-03-19 01:59:00.000000,ACC-N0199,ACC-N0119,10088.58,USD,XFER,MOB,CA,FR,,
T-000706,2025-03-28 14:19:00.000000,ACC-N0112,ACC-SMF21,2277.8,USD,XFER,ONL,SG,FR,,
T-000707,2025-05-10 17:40:00.000000,ACC-STR02,ACC-N0162,9539.27,USD,CSH,BRN,US,US,Y,STRUCTURING
T-000708,2025-05-29 18:46:00.000000,ACC-N0149,ACC-N0113,5764.12,USD,WD,BRN,CA,US,,
T-000709,2025-03-14 18:38:00.000000,ACC-SMF10,ACC-N0152,13312.33,USD,XFER,ONL,SG,US,,
T-000710,2025-04-07 03:25:00.000000,ACC-LAY18,ACC-STR06,3828.83,USD,XFER,MOB,US,CA,,
T-000711,2025-05-16 20:13:00.000000,ACC-N0003,ACC-N0129,2410.48,USD,DEP,ONL,AU,CA,,
T-000712,2025-03-29 20:35:00.000000,ACC-LAY03,ACC-SMF02,9584.89,USD,DEP,ATM,FR,US,,
T-000713,2025-03-27 01:12:00.000000,ACC-SMF18,ACC-LAY02,14362.18,USD,WD,ATM,GB,CA,,
T-000714,2025-03-22 05:51:00.000000,ACC-N0103,ACC-STR06,9876.7,USD,DEP,ONL,US,FR,,
T-000715,2025-04-03 16:29:00.000000,ACC-N0187,ACC-N0088,9158.66,USD,WD,ATM,GB,JP,,
T-000716,2025-03-18 17:54:00.000000,ACC-N0137,ACC-N0186,5978.89,USD,XFER,ONL,FR,FR,,
T-000717,2025-04-05 09:51:00.000000,ACC-N0128,ACC-RCO08,10386.2,USD,XFER,MOB,AU,DE,,
T-000718,2025-04-22 19:39:00.000000,ACC-N0068,ACC-N0053,8159.41,USD,XFER,ONL,CA,AU,,
T-000719,2025-03-29 10:54:00.000000,ACC-N0071,ACC-N0035,9997.95,USD,XFER,ONL,DE,SG,,
T-000720,2025-04-14 03:51:00.000000,ACC-N0028,ACC-SMF22,1675.89,USD,XFER,ONL,CA,FR,,
T-000721,2025-03-23 19:02:00.000000,ACC-RCO04,ACC-LAY24,7391.59,USD,DEP,BRN,GB,CA,,
T-000722,2025-04-27 05:40:00.000000,ACC-N0063,ACC-N0103,7338.15,USD,XFER,MOB,AU,FR,,
T-000723,2025-03-16 06:03:00.000000,ACC-SMF19,ACC-N0092,14806.62,USD,DEP,ONL,US,FR,,
T-000724,2025-05-16 17:55:00.000000,ACC-N0198,ACC-N0209,2379.91,USD,WD,BRN,GB,FR,,
T-000725,2025-04-20 23:14:37.035461,ACC-RCO05,ACC-N0157,9954.17,USD,CSH,ATM,US,US,Y,RAPID_CASHOUT
T-000726,2025-03-10 16:46:00.000000,ACC-LAY06,ACC-N0083,4098.86,USD,XFER,ONL,DE,GB,,
T-000727,2025-05-02 03:26:00.000000,ACC-STR05,ACC-N0048,9166.34,USD,XFER,ATM,US,US,Y,STRUCTURING
T-000728,2025-05-10 16:16:00.000000,ACC-N0141,ACC-N0177,12067.69,USD,XFER,ONL,DE,AU,,
T-000729,2025-04-24 16:18:00.000000,ACC-LAY23,ACC-LAY23,990.9,USD,XFER,MOB,AU,DE,,
T-000730,2025-04-09 09:50:00.000000,ACC-SMF18,ACC-N0011,4619.19,USD,XFER,ONL,US,DE,,
T-000731,2025-05-24 08:02:00.000000,ACC-N0006,ACC-N0202,7453.16,USD,DEP,ATM,CA,CA,,
T-000732,2025-04-06 00:48:00.000000,ACC-N0078,ACC-N0169,4655.29,USD,WD,BRN,SG,FR,,
T-000733,2025-04-06 00:53:00.000000,ACC-LAY10,ACC-LAY19,10865.56,USD,WD,BRN,CA,SG,,
T-000734,2025-04-08 09:53:00.000000,ACC-N0175,ACC-N0048,12097.58,USD,XFER,MOB,FR,CA,,
T-000735,2025-05-12 11:00:00.000000,ACC-N0016,ACC-N0100,10059.94,USD,DEP,ONL,AU,US,,
T-000736,2025-04-24 14:21:00.000000,ACC-N0087,ACC-N0069,10075.94,USD,XFER,ONL,CA,FR,,
T-000737,2025-05-19 07:34:00.000000,ACC-N0213,ACC-N0148,12642.88,USD,DEP,BRN,DE,DE,,
T-000738,2025-05-08 21:56:00.000000,ACC-N0187,ACC-LAY07,10315.75,USD,WD,ATM,FR,AU,,
T-000739,2025-03-07 23:51:02.964737,ACC-RCO08,ACC-N0022,8711.93,USD,CSH,ATM,US,US,Y,RAPID_CASHOUT
T-000740,2025-04-11 14:10:00.000000,ACC-STR12,ACC-N0107,9065.0,USD,XFER,BRN,US,US,Y,STRUCTURING
T-000741,2025-05-05 02:26:00.000000,ACC-N0106,ACC-STR11,11679.19,USD,DEP,ATM,FR,GB,,
T-000742,2025-05-17 10:46:00.000000,ACC-N0181,ACC-N0186,10708.23,USD,XFER,MOB,DE,DE,,
T-000743,2025-05-18 13:23:00.000000,ACC-SMF01,ACC-N0056,4428.95,USD,WD,BRN,GB,AU,,
T-000744,2025-05-14 11:40:00.000000,ACC-N0100,ACC-N0080,11663.71,USD,DEP,ATM,FR,JP,,
T-000745,2025-04-03 19:56:00.000000,ACC-N0196,ACC-N0148,8476.16,USD,XFER,ONL,CA,FR,,
T-000746,2025-05-21 03:41:00.000000,ACC-RCO10,ACC-STR02,11122.31,USD,XFER,ONL,GB,JP,,
T-000747,2025-03-24 10:50:00.000000,ACC-N0068,ACC-N0050,8626.45,USD,XFER,ONL,AU,FR,,
T-000748,2025-04-05 14:24:00.000000,ACC-N0146,ACC-N0108,13833.67,USD,WD,ATM,GB,CA,,
T-000749,2025-04-02 13:10:00.000000,ACC-N0002,ACC-N0111,6905.57,USD,XFER,MOB,DE,JP,,
T-000750,2025-04-18 22:05:00.000000,ACC-N0035,ACC-N0049,1646.17,USD,XFER,ONL,CA,JP,,
T-000751,2025-04-25 22:20:00.000000,ACC-N0213,ACC-N0202,10567.8,USD,DEP,ONL,GB,AU,,
T-000752,2025-03-19 03:03:00.000000,ACC-N0134,ACC-N0196,14612.72,USD,XFER,MOB,CA,SG,,
T-000753,2025-05-13 19:38:00.000000,ACC-N0163,ACC-SMF21,12921.66,USD,XFER,MOB,DE,DE,,
T-000754,2025-05-02 11:05:00.000000,ACC-STR06,ACC-SMF24,9882.62,USD,CSH,BRN,US,US,Y,STRUCTURING
T-000755,2025-03-13 11:35:00.000000,ACC-SMF22,ACC-N0020,10036.85,USD,XFER,ONL,SG,US,,
T-000756,2025-03-14 11:26:07.683273,ACC-RCO07,ACC-N0050,18801.44,USD,CSH,ATM,US,US,Y,RAPID_CASHOUT
T-000757,2025-05-01 19:40:00.000000,ACC-N0082,ACC-SMF01,4931.35,USD,XFER,ONL,US,GB,,
T-000758,2025-03-30 03:42:00.000000,ACC-N0057,ACC-SMF11,10669.68,USD,XFER,MOB,CA,DE,,
T-000759,2025-05-15 10:26:00.000000,ACC-N0182,ACC-N0143,6493.46,USD,XFER,ONL,SG,CA,,
T-000760,2025-03-16 13:16:00.000000,ACC-N0095,ACC-N0014,6025.86,USD,XFER,ONL,SG,GB,,
T-000761,2025-03-21 09:49:00.000000,ACC-N0027,ACC-N0190,7716.67,USD,WD,ATM,DE,JP,,
T-000762,2025-03-30 15:43:03.142809,ACC-HUB03,ACC-SMF13,7238.73,USD,XFER,ONL,US,US,Y,SMURFING
T-000763,2025-03-14 18:17:00.000000,ACC-STR10,ACC-N0204,9240.53,USD,XFER,BRN,US,US,Y,STRUCTURING
T-000764,2025-03-20 08:53:00.000000,ACC-N0210,ACC-HUB03,13248.76,USD,XFER,ONL,FR,US,,
T-000765,2025-05-13 19:46:00.000000,ACC-N0160,ACC-N0178,5329.4,USD,XFER,MOB,SG,DE,,
T-000766,2025-03-22 14:31:00.000000,ACC-N0134,ACC-STR01,10247.46,USD,WD,ATM,US,JP,,
T-000767,2025-04-13 13:33:00.000000,ACC-N0123,ACC-N0057,822.02,USD,XFER,ONL,FR,AU,,
T-000768,2025-03-28 00:15:00.000000,ACC-STR07,ACC-N0148,10837.27,USD,WD,ATM,AU,FR,,
T-000769,2025-04-18 14:09:00.000000,ACC-N0037,ACC-N0216,1879.7,USD,XFER,ONL,GB,GB,,
T-000770,2025-03-22 18:12:00.000000,ACC-N0028,ACC-N0109,12572.94,USD,XFER,MOB,US,US,,
T-000771,2025-03-13 00:31:00.000000,ACC-STR06,ACC-N0114,5478.65,USD,XFER,MOB,FR,SG,,
T-000772,2025-05-13 07:53:00.000000,ACC-N0017,ACC-LAY04,7825.16,USD,WD,ATM,US,FR,,
T-000773,2025-03-15 13:17:00.000000,ACC-N0210,ACC-N0092,5624.4,USD,XFER,MOB,DE,DE,,
T-000774,2025-04-05 05:07:00.000000,ACC-STR07,ACC-N0081,9977.78,USD,CSH,BRN,US,US,Y,STRUCTURING
T-000775,2025-05-26 01:09:00.000000,ACC-SMF23,ACC-N0004,9363.48,USD,XFER,MOB,FR,DE,,
T-000776,2025-03-07 17:17:50.962033,ACC-RCO08,ACC-N0049,8711.93,USD,CSH,ATM,US,US,Y,RAPID_CASHOUT
T-000777,2025-04-09 08:41:00.000000,ACC-N0112,ACC-N0116,1246.66,USD,XFER,ONL,CA,SG,,
T-000778,2025-03-16 06:30:00.000000,ACC-N0025,ACC-LAY03,14579.03,USD,DEP,BRN,JP,FR,,
T-000779,2025-05-14 20:05:00.000000,ACC-SMF11,ACC-STR03,6617.45,USD,DEP,BRN,SG,FR,,
T-000780,2025-04-21 22:52:00.000000,ACC-N0131,ACC-N0006,5869.11,USD,XFER,ONL,DE,AU,,
T-000781,2025-05-10 15:10:01.882281,ACC-HUB04,ACC-SMF23,7249.05,USD,XFER,ONL,US,US,Y,SMURFING
T-000782,2025-04-05 12:34:00.000000,ACC-HUB01,ACC-N0039,11043.79,USD,XFER,ONL,FR,DE,,
T-000783,2025-05-21 01:40:00.000000,ACC-LAY09,ACC-N0199,5203.08,USD,DEP,ONL,CA,GB,,
T-000784,2025-05-07 08:53:00.000000,ACC-N0064,ACC-N0018,8986.12,USD,DEP,ATM,DE,FR,,
T-000785,2025-05-19 02:40:21.843603,ACC-HUB01,ACC-SMF03,9389.27,USD,XFER,ONL,US,US,Y,SMURFING
T-000786,2025-05-16 22:05:00.000000,ACC-N0116,ACC-N0142,9856.19,USD,XFER,ONL,JP,SG,,
T-000787,2025-05-28 03:30:00.000000,ACC-N0013,ACC-SMF12,1682.79,USD,DEP,ATM,JP,CA,,
T-000788,2025-03-08 07:39:00.000000,ACC-STR08,ACC-N0112,9659.22,USD,XFER,BRN,US,US,Y,STRUCTURING
T-000789,2025-04-27 10:51:00.000000,ACC-N0143,ACC-RCO07,901.97,USD,DEP,BRN,CA,FR,,
T-000790,2025-03-24 00:24:00.000000,ACC-LAY17,ACC-LAY18,360073.91,USD,WIRE,WR,CA,JP,Y,LAYERING
T-000791,2025-04-15 19:36:00.000000,ACC-N0154,ACC-N0119,4253.98,USD,XFER,MOB,US,DE,,
T-000792,2025-04-19 21:12:00.000000,ACC-SMF22,ACC-N0095,1896.05,USD,XFER,ONL,AU,GB,,
T-000793,2025-03-20 22:00:00.000000,ACC-N0168,ACC-N0085,11229.21,USD,WD,ATM,CA,GB,,
T-000794,2025-03-01 11:21:00.000000,ACC-N0217,ACC-N0002,7760.29,USD,XFER,ONL,GB,US,,
T-000795,2025-03-21 01:43:00.000000,ACC-N0101,ACC-SMF23,14533.03,USD,XFER,ONL,DE,JP,,
T-000796,2025-05-08 11:48:00.000000,ACC-STR04,ACC-N0169,2639.65,USD,XFER,MOB,DE,FR,,
T-000797,2025-04-05 13:24:00.000000,ACC-N0085,ACC-LAY22,2334.73,USD,XFER,ONL,JP,JP,,
T-000798,2025-04-16 14:30:00.000000,ACC-N0197,ACC-N0198,13557.62,USD,XFER,ONL,GB,GB,,
T-000799,2025-04-29 11:26:00.000000,ACC-N0106,ACC-LAY24,8921.17,USD,XFER,MOB,US,GB,,
T-000800,2025-05-24 21:03:00.000000,ACC-N0124,ACC-N0198,10974.75,USD,WD,ATM,DE,US,,
T-000801,2025-05-22 10:52:00.000000,ACC-N0131,ACC-N0124,7674.16,USD,WD,BRN,FR,US,,
T-000802,2025-03-02 16:00:00.000000,ACC-N0059,ACC-STR10,7667.59,USD,DEP,ONL,JP,CA,,
T-000803,2025-05-26 12:00:00.000000,ACC-STR04,ACC-LAY19,9278.59,USD,CSH,BRN,US,US,Y,STRUCTURING
T-000804,2025-03-12 02:37:00.000000,ACC-N0210,ACC-N0189,8449.99,USD,XFER,MOB,DE,AU,,
T-000805,2025-04-30 05:08:00.000000,ACC-N0118,ACC-N0135,4254.59,USD,XFER,MOB,DE,US,,
T-000806,2025-04-28 14:39:00.000000,ACC-N0117,ACC-SMF09,12177.67,USD,XFER,ONL,DE,SG,,
T-000807,2025-05-09 11:04:00.000000,ACC-N0116,ACC-N0024,6512.19,USD,XFER,ONL,SG,DE,,
T-000808,2025-05-24 04:23:00.000000,ACC-N0029,ACC-N0175,2458.11,USD,WD,ATM,CA,GB,,
T-000809,2025-04-28 07:59:00.000000,ACC-N0205,ACC-LAY03,9287.61,USD,DEP,ONL,DE,US,,
T-000810,2025-03-31 05:14:00.000000,ACC-N0220,ACC-N0096,6922.48,USD,XFER,ONL,SG,JP,,
T-000811,2025-04-03 05:51:00.000000,ACC-SMF24,ACC-N0161,13439.76,USD,XFER,MOB,AU,DE,,
T-000812,2025-04-21 04:24:00.000000,ACC-N0074,ACC-SMF11,10315.12,USD,WD,BRN,DE,SG,,
T-000813,2025-03-06 16:02:00.000000,ACC-STR09,ACC-N0093,6578.1,USD,XFER,MOB,GB,AU,,
T-000814,2025-03-01 21:51:00.000000,ACC-N0207,ACC-N0069,1875.48,USD,XFER,ONL,FR,AU,,
T-000815,2025-05-01 21:18:00.000000,ACC-STR03,ACC-N0005,9148.06,USD,CSH,BRN,US,US,Y,STRUCTURING
T-000816,2025-05-05 02:14:00.000000,ACC-N0035,ACC-N0083,6520.61,USD,XFER,ONL,US,FR,,
T-000817,2025-04-28 15:12:00.000000,ACC-N0209,ACC-N0101,3358.35,USD,XFER,MOB,CA,SG,,
T-000818,2025-05-02 08:13:00.000000,ACC-N0119,ACC-N0214,3540.23,USD,XFER,MOB,FR,US,,
T-000819,2025-03-25 09:40:00.000000,ACC-LAY02,ACC-N0202,12221.14,USD,DEP,ATM,CA,CA,,
T-000820,2025-04-11 11:39:00.000000,ACC-N0068,ACC-N0155,5967.89,USD,DEP,BRN,JP,FR,,
T-000821,2025-04-23 05:39:00.000000,ACC-N0187,ACC-LAY15,9222.76,USD,WD,BRN,US,US,,
T-000822,2025-03-18 23:52:00.000000,ACC-N0006,ACC-N0201,1234.22,USD,XFER,ONL,DE,GB,,
T-000823,2025-04-14 13:32:00.000000,ACC-N0038,ACC-N0153,3020.54,USD,XFER,MOB,JP,AU,,
T-000824,2025-03-16 18:58:00.000000,ACC-N0166,ACC-N0021,3801.94,USD,DEP,ONL,FR,CA,,
T-000825,2025-04-24 18:44:00.000000,ACC-N0020,ACC-N0150,14759.2,USD,WD,BRN,GB,SG,,
T-000826,2025-03-12 11:06:00.000000,ACC-STR08,ACC-N0112,9191.05,USD,CSH,ATM,US,US,Y,STRUCTURING
T-000827,2025-05-12 05:24:00.000000,ACC-N0113,ACC-N0016,8467.92,USD,WD,ATM,DE,JP,,
T-000828,2025-03-04 09:46:00.000000,ACC-N0100,ACC-RCO02,8229.01,USD,DEP,ONL,AU,SG,,
T-000829,2025-04-26 18:50:00.000000,ACC-N0162,ACC-N0127,6155.91,USD,XFER,MOB,FR,CA,,
T-000830,2025-05-05 20:06:00.000000,ACC-LAY21,ACC-N0013,741.11,USD,DEP,ATM,CA,SG,,
T-000831,2025-04-19 04:17:00.000000,ACC-N0178,ACC-N0123,14850.65,USD,XFER,ONL,US,CA,,
T-000832,2025-04-08 12:20:00.000000,ACC-N0198,ACC-LAY22,8722.51,USD,XFER,ONL,AU,US,,
T-000833,2025-03-17 09:32:00.000000,ACC-N0112,ACC-N0182,9968.0,USD,XFER,ONL,JP,JP,,
T-000834,2025-05-05 11:53:00.000000,ACC-SMF18,ACC-N0135,8818.69,USD,WD,BRN,GB,GB,,
T-000835,2025-04-24 09:53:00.000000,ACC-N0029,ACC-N0147,11414.91,USD,DEP,ATM,US,CA,,
T-000836,2025-03-24 10:25:00.000000,ACC-N0157,ACC-LAY12,9143.59,USD,XFER,MOB,CA,DE,,
T-000837,2025-03-14 21:39:00.000000,ACC-N0213,ACC-N0117,8269.26,USD,WD,BRN,FR,FR,,
T-000838,2025-05-12 19:49:00.000000,ACC-RCO01,ACC-N0149,11013.36,USD,XFER,MOB,AU,DE,,
T-000839,2025-05-21 16:42:00.000000,ACC-N0048,ACC-N0187,11241.61,USD,WD,BRN,FR,JP,,
T-000840,2025-04-16 20:59:00.000000,ACC-N0179,ACC-STR11,9167.47,USD,XFER,MOB,CA,SG,,
T-000841,2025-04-28 13:04:00.000000,ACC-N0001,ACC-LAY02,10348.29,USD,WD,BRN,DE,GB,,
T-000842,2025-04-09 08:37:00.000000,ACC-N0047,ACC-N0009,5249.38,USD,WD,ATM,FR,US,,
T-000843,2025-03-31 02:31:00.000000,ACC-N0190,ACC-N0047,2390.51,USD,WD,BRN,FR,US,,
T-000844,2025-05-01 20:07:00.000000,ACC-N0206,ACC-N0010,12901.64,USD,WD,BRN,US,US,,
T-000845,2025-04-23 15:16:00.000000,ACC-STR08,ACC-N0081,2177.74,USD,WD,ATM,JP,GB,,
T-000846,2025-05-24 01:28:00.000000,ACC-LAY22,ACC-N0124,4384.91,USD,XFER,MOB,SG,FR,,
T-000847,2025-03-16 08:28:00.000000,ACC-STR10,ACC-N0204,9139.1,USD,CSH,ATM,US,US,Y,STRUCTURING
T-000848,2025-05-20 21:16:00.000000,ACC-N0062,ACC-N0146,8569.55,USD,DEP,ONL,FR,DE,,
T-000849,2025-04-14 20:55:00.000000,ACC-N0059,ACC-SMF14,8773.67,USD,WD,ATM,JP,SG,,
T-000850,2025-03-17 10:14:00.000000,ACC-N0110,ACC-N0152,4915.0,USD,XFER,MOB,FR,AU,,
T-000851,2025-04-28 04:28:00.000000,ACC-N0217,ACC-N0134,2466.75,USD,XFER,MOB,CA,FR,,
T-000852,2025-03-18 09:14:00.000000,ACC-N0071,ACC-LAY23,14730.08,USD,XFER,MOB,DE,JP,,
T-000853,2025-05-16 08:01:00.000000,ACC-N0017,ACC-N0200,1901.15,USD,WD,BRN,CA,GB,,
T-000854,2025-05-19 09:55:40.919650,ACC-HUB01,ACC-SMF02,9011.56,USD,XFER,ONL,US,US,Y,SMURFING
T-000855,2025-04-11 08:18:00.000000,ACC-LAY05,ACC-N0078,10357.73,USD,DEP,ATM,SG,US,,
T-000856,2025-03-07 20:57:00.000000,ACC-N0186,ACC-N0217,7741.97,USD,WD,BRN,JP,US,,
T-000857,2025-03-25 09:25:00.000000,ACC-STR01,ACC-SMF24,9385.8,USD,XFER,BRN,US,US,Y,STRUCTURING
T-000858,2025-03-08 22:55:00.000000,ACC-N0067,ACC-N0043,10892.53,USD,XFER,ONL,JP,AU,,
T-000859,2025-05-15 09:32:00.000000,ACC-STR02,ACC-N0162,8897.69,USD,XFER,BRN,US,US,Y,STRUCTURING
T-000860,2025-05-05 21:57:00.000000,ACC-N0219,ACC-N0213,4803.71,USD,XFER,ONL,GB,FR,,
T-000861,2025-05-17 21:31:00.000000,ACC-N0022,ACC-N0138,9768.1,USD,DEP,ONL,GB,CA,,
T-000862,2025-05-29 12:37:00.000000,ACC-SMF12,ACC-N0187,3137.99,USD,XFER,ONL,JP,CA,,
T-000863,2025-04-30 13:28:00.000000,ACC-N0108,ACC-STR09,14030.98,USD,DEP,BRN,DE,US,,
T-000864,2025-04-16 23:44:00.000000,ACC-N0104,ACC-N0001,7046.97,USD,WD,BRN,FR,JP,,
T-000865,2025-03-12 22:31:00.000000,ACC-N0175,ACC-N0144,11788.33,USD,WD,BRN,FR,SG,,
T-000866,2025-05-19 09:04:00.000000,ACC-N0139,ACC-LAY12,14730.41,USD,WD,ATM,AU,CA,,
T-000867,2025-05-23 00:16:00.000000,ACC-N0132,ACC-N0121,8240.4,USD,XFER,ONL,AU,GB,,
T-000868,2025-05-06 05:42:52.418157,ACC-RCO10,ACC-SMF01,7046.32,USD,CSH,ATM,US,US,Y,RAPID_CASHOUT
T-000869,2025-05-10 03:09:00.000000,ACC-STR08,ACC-N0171,2470.71,USD,XFER,MOB,FR,JP,,
T-000870,2025-05-03 12:57:00.000000,ACC-STR06,ACC-SMF24,8932.54,USD,CSH,ATM,US,US,Y,STRUCTURING
T-000871,2025-05-09 20:48:00.000000,ACC-LAY10,ACC-LAY19,7865.37,USD,XFER,MOB,GB,SG,,
T-000872,2025-05-10 16:33:00.000000,ACC-N0025,ACC-N0058,11929.67,USD,XFER,MOB,AU,CA,,
T-000873,2025-05-26 08:37:00.000000,ACC-N0174,ACC-N0139,1362.55,USD,XFER,ONL,FR,GB,,
T-000874,2025-03-04 17:37:00.000000,ACC-N0181,ACC-N0130,10465.35,USD,XFER,ONL,SG,GB,,
T-000875,2025-04-11 18:24:00.000000,ACC-N0053,ACC-N0169,5646.63,USD,XFER,MOB,GB,AU,,
T-000876,2025-04-07 22:49:00.000000,ACC-N0196,ACC-N0032,8822.32,USD,XFER,MOB,SG,CA,,
T-000877,2025-05-23 22:57:00.000000,ACC-N0085,ACC-LAY10,14467.93,USD,DEP,ATM,FR,CA,,
T-000878,2025-05-19 23:51:00.000000,ACC-HUB02,ACC-N0143,14791.05,USD,WD,BRN,CA,AU,,
T-000879,2025-05-06 10:36:00.000000,ACC-RCO04,ACC-N0213,10447.23,USD,DEP,ATM,CA,AU,,
T-000880,2025-04-14 14:28:00.000000,ACC-STR09,ACC-N0035,9313.05,USD,XFER,BRN,US,US,Y,STRUCTURING
T-000881,2025-03-18 01:29:00.000000,ACC-N0202,ACC-N0120,445.93,USD,WD,BRN,DE,GB,,
T-000882,2025-05-10 19:57:00.000000,ACC-N0004,ACC-N0023,5478.96,USD,DEP,ATM,FR,DE,,
T-000883,2025-03-01 14:21:00.000000,ACC-SMF09,ACC-N0139,11612.13,USD,XFER,ONL,DE,DE,,
T-000884,2025-03-07 18:28:00.000000,ACC-LAY08,ACC-N0081,5905.48,USD,DEP,ATM,DE,US,,
T-000885,2025-04-20 05:10:00.000000,ACC-N0022,ACC-N0138,9102.36,USD,XFER,ONL,SG,CA,,
T-000886,2025-03-30 05:34:00.000000,ACC-N0207,ACC-N0088,6321.69,USD,XFER,ONL,SG,CA,,
T-000887,2025-03-30 10:16:00.000000,ACC-SMF12,ACC-N0180,11758.07,USD,WD,ATM,DE,GB,,
T-000888,2025-03-14 08:08:00.000000,ACC-N0149,ACC-N0132,9237.77,USD,DEP,BRN,GB,GB,,
T-000889,2025-05-01 00:10:35.990160,ACC-RCO06,ACC-STR02,7326.82,USD,CSH,ATM,US,US,Y,RAPID_CASHOUT
T-000890,2025-03-23 19:11:00.000000,ACC-N0032,ACC-N0128,4784.98,USD,DEP,ONL,US,CA,,
T-000891,2025-05-05 09:35:00.000000,ACC-N0111,ACC-N0184,953.65,USD,XFER,MOB,SG,SG,,
T-000892,2025-03-04 21:33:00.000000,ACC-N0047,ACC-N0164,5065.81,USD,XFER,ONL,GB,SG,,
T-000893,2025-05-08 06:25:00.000000,ACC-SMF03,ACC-N0061,5195.76,USD,XFER,ONL,GB,GB,,
T-000894,2025-05-05 02:54:00.000000,ACC-N0149,ACC-N0096,5459.45,USD,DEP,ONL,GB,AU,,
T-000895,2025-05-26 18:34:00.000000,ACC-LAY05,ACC-LAY20,8796.97,USD,XFER,MOB,US,GB,,
T-000896,2025-03-14 18:38:00.000000,ACC-N0031,ACC-N0028,7699.15,USD,WD,ATM,FR,AU,,
